BONDS OF NINGEN-DO    3    EARTH    500'    One target spirit creature    30 days    This spell, a more powerful and specialized form of Minor Binding, is a ritual designed to bind or dispel troublesome creatures from the various spirit realms. Any creature from the realms of Sakkaku, Chikushudo, Gaki-Do, Toshigoku, or Yume-Do can be affected by this spell. Casting it requires 10 minutes, although if additional shugenja who know the spell assist in the ritual, the time is reduced by 1 minute per additional shugenja, to a minimum of 1 minute. If the targeted creature is within range of the caster(s) when the spell is successfully completed, the creature can be either bound or dispelled. If it is bound, it must obey the caster’s commands for the duration of the spell, although suicidal commands will break the spell – this is how the Kuni have forced mujina spirits to labor for them in their iron mines. (It should be noted that this use of the spell is considered controversial and even blasphemous by many in Rokugan.) If the creature is dispelled, it immediately leaves Ningen-Do for its native spirit realm, and cannot return until the spell’s duration ends. Either way, the spirit creature will regard the caster as an enemy thereafter, and is likely to seek vengeance if it can.
EARTH KAMI’S BLESSING    3    EARTH    Personal or 20'    Caster or one target creature    10 minutes    This spell infuses the target (which may be the caster or one of his allies) with the strength and resilience of the Earth, making him tougher and more fi rm-minded. For the duration of the spell, the target gains +2 Wounds per Wound Rank, and gains +1k1 on all rolls involving the Earth Ring and its associated Traits. When the spell expires, any Wounds the target has suffered still remain, and this may drive him into a lower Wound Rank or even kill him.
EARTH’S PROTECTION    3    EARTH    Personal    10' radius from caster    Concentration    This spell calls on the spirits of Earth to protect the area around the caster from the effects of the other three Elements (Air, Fire, and Water) for a short time. While the caster concentrates on maintaining the favor of the Earth spirits, the effects of spells which call on those other three elements are mitigated. Any hostile Air, Fire, or Water spell cast within the  area of Earth’s Protection, or extending its effects into that area, will suffer a +10 TN penalty to the Spell Casting roll. In addition, any damage which those spells inflict on creatures within Earth’s Protection will be reduced by 1k1 (to a minimum of 1k1).
PURGE THE TAINT    3    EARTH    Personal    50' radius around caster    Permanent    This spell was originally created by the Kuni family and is still primarily practiced by them, although knowledge of its prayers has spread to other Clans. It is an elaborate ritual spell, requiring an hour to cast, that calls on the powers of Earth to purge the land of the Shadowlands Taint, driving out all the evil kansen in the area. The spell will remove all the Taint from the land, plant life, and inanimate objects within the area of effect. It will not remove Taint from living creatures, nor will it affect powerful Tainted artifacts or objects made of obsidian. The removal of the Taint, however, is not without price. The elemental kami in the area of effect are also weakened and purged by the spell, especially the Earth spirits whose efforts are called upon to power it. In the aftermath of casting this spell, the local spirits will be scattered and weakened, infl icting a +15 TN penalty on all Spell Casting rolls within the area. This negative effect will sometimes fade with time, especially if it was cast in a single location surrounded by normal lands. But if the spell is cast over a wide area, such as the Kuni Wastes, the elemental kami will usually permanently leave the area, reducing it to a gray, lifeless wasteland.
SHARING THE STRENGTH OF MANY    3    EARTH    30'    One to six target persons withins range    5 round    This spell infuses its targets, up to six people (who can include the caster), with the power of Earth, allowing them each to call upon the Earth of their comrades to bolster their efforts. For the duration of the spell, the lowest Earth Ring Rank among all the targets is added to the total of all Ring, Trait, and Skill rolls (but not Spell Casting rolls) they make.
STRENGTH OF THE CROW    3    EARTH    Touch    One target    Hours equal to caster's Shugenja School    This spell infuses the target (who can be the caster) with a powerful resistance to the Shadowlands Taint, repelling the dark kansen of the Taint with the pure power of Earth. For the duration of the spell, the target(s) gain a +5k5 bonus to all rolls made to resist gaining the Shadowlands Taint, and any Maho spells suffer a +10 TN penalty to affect them. This bonus does not apply to any rolls made to resist an increase in Taint the target already possesses – it only applies to new Taint gained from outside sources. Likewise it cannot protect the target from gaining Taint by casting Maho.
THE WOLF’S MERCY    3    EARTH    50'    One target creature    10 rounds    This spell has existed in Rokugan for centuries, but is best known for its extensive use by Toturi Sezaru, “the Wolf,” who employed it during his hunts for Bloodspeakers. It calls on the power of the Earth to affl ict the target, weighing down his body and impeding his muscles, leaving him weak and vulnerable. The target’s Earth Ring is lowered by 1 Rank, and his Wound Ranks are reduced correspondingly for the duration of the spell. (This can potentially kill him immediately if he has already suffered Wounds.) In addition, his Strength Rank is also lowered by 1 for the same duration. If the target has at least one full Rank of Shadowlands Taint, the Earth spirits will be fi lled with wrath, and punish him more severely, lowering his Earth Ring by 2 Ranks (to a minimum of 1).
ARMOR OF THE EMPEROR    4    EARTH    Personal    Self    5 Rounds    This spell covers the caster in a thick layer of tough, resilient Earth spirits who repel all damage, whether physical blows or magical effects. Any time the caster suffers damage from an enemy physical or magical attack, each individual damage die has its total Reduced by the caster’s Shugenja School Rank. This cannot reduce a die’s total below 0.
ESSENCE OF EARTH    4    EARTH    Personal or 20'    One target creature (self or another)    10 rounds    This spell infuses the target with the true strength of Earth, allowing him to shrug off blows which might otherwise take his life. For the duration of the spell, the target’s Earth Ring is considered to be 1 Rank higher, and his Wounds are increased correspondingly. However, when the spell ends, the Earth spirits immediately depart and the target’s Wounds return to normal – possibly resulting in death, if he has suffered sufficient injury.
SYMBOL OF EARTH    4    EARTH    Touch    Special    Permanent    Priests of the kami are capable of inscribing powerful wardsthat invoke the power of the elements against all who attempt to pass them. A symbol of Earth can be inscribed on a solid object, most often a door, window, gate, or any other passageway. Anyone attempting to pass through this passageway or otherwise pass by the ward is affected by its power, and must succeed at a Contested Roll using their Air against the caster’s Earth. Those who fail are struck with a powerful shockwave, and must succeed at a Strength roll against the total of the Spell Casting Roll used to create the ward or be knocked Prone and Stunned. If they have at least one Rank of Taint, they also suffer 2k2 Wounds. You may only have one Symbol of Earth in existence at any time, and Symbol spells of different elements may never affect the same area. This spell may be dispelled by another casting of Symbol of Earth from any shugenja, or by destroying the surface where the Symbol was etched.
TOMB OF THE JADE    4    EARTH    50'    One target creature    Concentration    Considered by many shugenja to be the ultimate spell for opposing the creatures of the Shadowlands, this spell calls on the purest of Earth spirits, those of jade, to consume the very Taint within the target. The spell can only affect a target who has at least one full Rank of Shadowlands Taint, but if the spell fails, the caster will not automatically know that the target is Taint-free – there is always the possibility that the target was able to resist the spell. When Tomb of Jade is cast, the target is momentarily immobilized as the Earth spirits enter his body. Each round, starting with the fi rst round, the caster must make a Contested Earth roll against the target. If the target wins, the spell ends. If the caster wins, the target takes 2k2 Wounds as the spirits begin to transform his body into jade. This continues each round until the target successfully resists, the caster stops concentrating, or the target dies. Those killed by this spell are transformed into statues of pure jade, which crumbles away into mundane dust in 24 hours.
WALL OF EARTH    4    EARTH    100'    Wall measuring a maximum of 10' high and 100' wide    10 minutes    This spell coaxes the spirits of Earth into rising up and forming a thick, powerful barrier to protect the caster. The wall of rock-hard earth which this spell creates can be shaped as the caster desires, and can be curved, placed on the side of a hill, or even formed in a circle. It is extremely tough, requiring a Strength roll against a TN of the caster’s (Earth + School Rank) x 5 in order to break through. It is strong enough to hold back a raging fl ood, a lava fl ow, or hurricane winds, at least as long as the spell lasts. When the spell expires, however, the earthen barrier crumbles away in moments.
EARTHQUAKE    5    EARTH    Personal    1 mile radius    1 minute    This spell unleashes a terrible, ground-wracking earthquake, centered on the caster, who alone is unaffected. The earthquake utterly destroys all wooden buildings within the radius of effect, and infl icts severe damage on stone structures. All persons within the area of the earthquake are thrown to the ground, and remain Prone and Stunned for the duration of the spell, as well as suffering 2k1 Wounds. Individuals who are inside buildings (including the caster) will suffer 6k6 damage from falling debris, collapsing roofs, etc. Casting this spell within range of a major inhabited area is generally considered an act of war.
MAJOR BINDING    5    EARTH    100'    One target Shadowlands creature    12 hours    The more powerful counterpart to the Kuni family’s Minor Binding spell, this spell has also been employed by other clan shugenja, especially those of the Phoenix Clan. It is used to imprison more powerful Shadowlands creatures and members of the Lost, typically for purposes of interrogation. Any Lost and any Shadowlands creature can be targeted with this spell. It can also target other spirit creatures who are Tainted. It cannot affect any other creatures. The spell is a ritual, and requires ten minutes to cast (making it quite hazardous when dealing with a rampaging oni), but if additional shugenja join in casting the spell the casting time is reduced by 1 minute per shugenja, to a minimum of 1 minute. If it is cast successfully, the casters make a Contested Roll of their combined Earth Rings against the Earth of the target. If the casters win, the spell calls forth manacles of pure elemental jade, which imprison the creature and render it helpless with the pain of its searing bonds for the duration of the spell. When the spell expires, however, the manacles instantly crumble into dust, and the creature is liable to seek immediate and bloody vengeance on its captors.
STRIKE AT THE ROOTS    5    EARTH    50'    One target creature    3 rounds    A more powerful and devastating form of The Wolf’s Mercy, this spell brings the true wrath of the Earth onto the target, draining all favor of the Earth from his body and leaving him a weak, trembling, helpless victim. After casting this spell, the caster must succeed in a Contested Earth roll against the targets of the spell (rolling separately if he is targeting multiple people). If the target loses the roll, his Earth Ring is immediately reduced to 1 for the duration of the spell. This also reduces his Wound Ranks and may result in his immediate death if he has already suffered injuries.
THE KAMI'S STRENGTH    5    EARTH    30'    One target creature    5 rounds    This spell allows the caster to fortify one person with the power of Earth, greatly enhancing their physical capabilities and their resistance to damage. The target of this spell gains Reduction of 20 and increases his Strength and one other physical Trait by an amount equal to the caster’s Earth Ring. In return, however, the target is weighed down by the burden of Earth and cannot take Simple Move Actions (he can still take a Free Move Action).
THE KAMI'S WILL    5    EARTH    30'    One target creature    10 rounds    The counterpoint to The Kami’s Strength, this spell infuses one person with the stubbornness and determination of Earth, greatly enhancing their willpower and making them all but immune to the effects of elemental magic. The target of this spell increases his Willpower by an amount equal to the caster’s Earth Ring, and any spells (friendly or hostile, but not including Maho spells) which target him suffer a penalty of –XkX to their Spell Casting roll, where X is the caster’s Earth Ring. In return, however, the target is made so stubborn and willful that he cannot function properly in a social environment, and suffers a penalty to all Social Skill rolls of –Xk0, where X is the Earth Ring of the caster.
ESSENCE OF JADE    6    EARTH    30'    One target creature    10 rounds    This spell calls on the purity of jade to protect its targets against the power of Jigoku, whether manifested as Taint or as the dreaded magic known as maho. The target radiates the sacred green light of jade, and while the spell lasts, he cannot gain the Shadowlands Taint and is completely immune to the effects of all maho spells. This spell cannot be cast on anyone who possesses at least one full Rank of Taint, for the pure jade spirits will recoil from such a corrupt individual, immediately alerting the caster to this individual’s Tainted nature.
POWER OF THE EARTH DRAGON    6    EARTH    50'    One target creature    10 minutes    This spell is the most powerful of the physically protective Earth spells, calling on the favor of the Dragon of Earth to enshroud the targets with protection against all forms of harm. The Earth spirits absorb all damage which the targets suffer while the spell lasts. However, there are limits to even Earth’s endurance. Nemuranai can bypass the protection. Further, if the Earth spirits protecting a specifi c target absorb a total of 100 Wounds of damage, they will be exhausted and the spell’s effects on that target come to an end.
PRISON OF EARTH    6    EARTH    30'    One target creature    Permanent    The most powerful of the binding spells which Earth shugenja use to deal with dangerous creatures, this spell can literally imprison the essence of such a creature for as long as the caster desires. Casting this spell requires that the caster possess a gem or pearl in which to imprison the creature (the GM may, discretionally, allow other rare or precious items to be used, such as a beautifully inlaid puzzle-box or a crystal pendant). The spell can target any creature native to the realms of Jigoku, Gaki-Do, or Toshigoku, and any other non-human creature with at least 1 full Rank of Taint. After casting the spell, the caster must make a Contested Willpower roll against the target. If the caster wins, the creature’s physical body vanishes and its essence is imprisoned within the item. It will remain there indefi nitely unless the item is physically destroyed. If that happens, the released creature immediately resumes its physical form, and will most likely seek vengeance against the caster or his descendants.
RISE, EARTH    6    EARTH    30'    One summoned spirit    Concentration    The Earth itself arises and takes form to defend you. The ultimate realization of the Summon spell, this prayer summons a massive kami of pure Earth to serve you. It takes the form of a vaguely humanoid shape, roughly ten feet in height, with abroad body and thick limbs all formed from earth and stone. This mighty Earth kami may move up to 5 x your Earth per round, and its footsteps shake the earth in a twenty foot radius around it, preventing anyone from making Simple Move Actions within its area of effect. This Earth spirit is treated as if it has all Physical Traits equal to your Earth Ring, and attacks with a Jiujitsu Skill Rank equal to half your Earth Rank. The DR from these attacks is equal to your Earth Ring. The kami can carry up to 1,000 pounds of weight if so commanded, and its blows are strong enough to destroy any wooden structure and to shatter stone walls of one-foot thickness. For purposes of taking damage, the spirit is considered to have Wounds as though it were a human with Earth equal to your Earth Ring, but suffers no Wound penalties. It is Invulnerable (see the creature rules in the Book of Void for details of this ability). If it is successfully reduced to zero Wounds, it is dispelled.
BITING STEEL    1    FIRE    Touch    1 bladed weapon    1 minute    Fire spirits can infuse metal with their own fury, turning a sharp edge into a supremely perfect one. This spell enhances the damage of steel bladed weapons, such as swords, knives, naginata, etc. Biting Steel cannot affect weapons which are not metal blades, which are nemuranai, or which have al- ready been enhanced by magical effects. The meleeWeapon’s DR is increased by 1k1 for the duration of the spell.
BURNING KISS OF STEEL    1    FIRE    Touch    One melee weapon in caster's hand    5 minutes    This spell embraces a weapon with fire, causing it to be larger and more effective. When the spell is cast, a tendril of fire extends from your hands to engulf your weapon. (If you drop or lose the weapon, the spell effect ends.) This weapon gains a +1k1 bonus to melee attack rolls. The bonus is +2k2 when making attacks against mounted opponents or opponents of larger than human size.
ENVIOUS FLAMES    1    FIRE    30'    One target    Instantaneous    Fire’s most basic power is destruction, and summoned Fire spirits can easily be unleashed on one’s enemies. This spell invokes a single Fire kami, which lances toward the target, hitting unerringly so long as the target is within range. The spell deals 2k2 Wounds. The burns this spell infl icts are quite painful, and if the spell targets a shugenja who is casting a spell, his Willpower roll has a TN of 20 plus the damage dealt, instead of the normal 10 plus damage dealt.
EXTINGUISH    1    FIRE    Personal    100' radius    Instantaneous    Fire spirits can be driven away by the proper invocation, a very useful ability in Rokugani towns and cities where the construction is all wood and paper. This spell dismisses the active Fire kami in the area. All non-magical fi re in the area of effect is immediately snuffed out, and any damage dealt by fire (magical or not) reduces its DR by 1k1 until the start of the next Round.
FIRES OF PURITY    1    FIRE    25'    One target    1 minute    This spell, one of the few directly protective prayers involving the Fire kami, asks the kami to protect one person, enveloping the target in a shroud of bright flames. Neither the target nor anything he carries takes damage from the spell, but anyone who comes into contact with him or strikes him with a melee attack takes 2k2 Wounds. Anyone the target strikes in melee with an unarmed attack or a weapon he carried when the spell was cast also takes an extra 2k2 Wounds. Anything the target puts down, however, cannot be picked back up without subjecting it to the damage from the spell. Ranged weapons such as arrows bypass this barrier of fire, dealing Wounds as normal.
THE FIRES THAT CLEANSE    1    FIRE    Self    30' radius    Instantaneous    Destruction is one of the basic impulses of Fire, and this spell calls on that urge to spread destruction in the caster’s surroundings. The spell whips the kami into a frenetic chaos, destroying everything around you. Everyone in the area of effect, including you, suffers damage with DR equal to your Fire Ring. This result is rolled once and applied to everyone within the area – however, you take only half damage (rounded up), since the kami do make some effort to avoid you.
FURY OF OSANO-WO    1    FIRE    300'    One target    Instantaneous    This spell is actually a prayer to the Fortune of Fire and Thunder, inviting his wrath upon your enemy. It can only be cast outdoors, and summons a bolt of lightning from the sky, striking the target for 5k2 Wounds. Everyone within 10’ of the target must make a Stamina roll versus a TN of 15 to avoid being deafened for 2 Rounds. If this spell is cast during a thunderstorm, the damage is increased to 6k2 for a moderate storm and 6k3 for a disastrous storm or hurricane.
KATANA OF FIRE    1    FIRE    Personal or 20'    One created weapon    5 minutes    You summon a blade of pure fi re, blazing like the soul of an honorable warrior. The weapon’s default form is a katana, but one Raise can change its form to any other sword of your choosing. The katana has a DR of 2k2. When wielding this weapon, you may use your School Rank in place of your Kenjutsu Skill if you wish. If you do possess the Kenjutsu Skill, you add your Honor Rank to all damage rolls made with this weapon. The katana of fi re disappears if it is lost from your hand. Instead of summoning the katana for yourself, you may cause it to appear in the hands of an ally within 20 feet. He is treated as the caster for all purposes of the spell, but does not gain the Honor boost to damage.
NEVER ALONE    1    FIRE    Touch    One target    5 Rounds    This spell invokes Fire’s element of knowledge and understanding, strengthening the spirit of one of your allies by opening his eyes to the courage of his ancestors. The target of the spell receives a bonus to all attack rolls, Skill rolls, and Trait Rolls equal to your Fire Ring. This effect lasts until either the spell expires, or until the target fails an attack roll or Skill Roll, or until the target suffers Wounds from any source, whichever comes fi rst.
THE RAGING FORGE    1    FIRE    Touch    One weapon or armor    Instantaneous    Fire is the element of creation as well as destruction, and a skilled shugenja can use this to great effect. This spell invokes the powers of the forge, mighty and merciless, to remake a material item, such as a weapon or suit of armor, into its perfect form. The target item loses all blemishes, including cracks or nicks. This spell cannot repair an item which has actually been broken or destroyed, however, and it can only affect items that are of ordinary quality.
DISRUPT THE AURA    2    FIRE    50'    Target person or creature    24 hours    Anyone whose elements are out of balance will feel the effects, and this spell creates this condition deliberately by aggravating the Fire present in the target’s body. While the spell is in effect, the target cannot be healed by magical means. Magical spells, items, or Techniques that attempt to restore Wounds to the target automatically fail. (Mundane wound treatment with the Medicine skill will still be effective.) The target may realize something is physically wrong with him but cannot fi nd out what is happening without the help of a shugenja – casting Sense (Fire) will show the presence of many excited Fire spirits within the target.
ENTICING DANCE OF THE FLAME    2    FIRE    50'    20' radius    2 rounds    Anyone whose elements are out of balance will feel the effects, and this spell creates this condition deliberately by aggravating the Fire present in the target’s body. While the spell is in effect, the target cannot be healed by magical means. Magical spells, items, or Techniques that attempt to restore Wounds to the target automatically fail. (Mundane wound treatment with the Medicine skill will still be effective.) The target may realize something is physically wrong with him but cannot fi nd out what is happening without the help of a shugenja – casting Sense (Fire) will show the presence of many excited Fire spirits within the target.
THE FIRES FROM WITHIN    2    FIRE    100'    One target    Instantaneous    Probably the most widely known and recognized offensive spell in the element of Fire, this prayer has been in use by Rokugani shugenja since the very earliest days of the Empire. You summon Fire kami to form an orb of fl ame that hovers in your palm for a moment before streaking toward the target. The sphere gains momentum and size until it hits its target, making it quite spectacular visually. The spell has a DR equal to your Fire Ring.
HURRIED STEPS    2    FIRE    Personal    Self    2 rounds    Fire is the element of thought, and thought is swift indeed. You draw upon the speed of the Fire kami to aid you in the next spell you cast. The casting time of the next Fire spell you cast is reduced by 4 Rounds. If the next spell is Mastery Level 3 or lower, it casts instantaneously as a Simple Action. If you do not begin casting the new spell within the next 2 Rounds, however, the benefi t of Hurried Steps elapses.
MENTAL QUICKNESS    2    FIRE    Touch    One item    10 minutes    Fire kami can be imbued into physical objects, allowing them to remain present for longer periods of time. Shugenja have devised many ways to use this technique to aid themselves and others. This spell, one of the most basic of this kind, imbues a material item with the cleverness and wit of fi re. Anyone who carries that item has their Intelligence Trait increased by 3 for the duration of the spell.
RELENTLESS HEAT    2    FIRE    Touch    One armor    10 Rounds    This spell is designed to protect bushi by infusing a Fire kami into their armor. The spell targets one suit of armor, which glows with the strength of the merciless desert sun. Any opponent who attempts to strike the person wearing the armor, whether or not the attack hits, is immediately considered to be Fatigued until the beginning of their next Turn. The penalties apply to the attack roll that triggered the spell, and any attackers in the Full Attack Posture immediately assume the Attack Posture instead. This spell has no effect on ranged attacks or spells that target the wearer of the armor.
TAIL OF THE FIRE DRAGON    2    FIRE    Personal    Self    4 Rounds    This spell invokes several Fire kami to form a whip-like tendril that extends from the caster’s hand. The tendril of flame will not burn you, since the kami are grateful for the opportunity to burn others at your command. You may use this tendril to strike enemies as far as 30’ away, extending it out and back with blinding speed. Your attack roll with the tendril is equal to your Agility + (twice your School Rank), keeping your Agility. The tendril has a DR equal to your Fire Ring.
WARD OF PURITY    2    FIRE    Touch    15' radius from the object touched    1 day    Although Earth is the traditional method of opposing evil forces like the Shadowlands Taint, the spirits of Fire can also be invoked to purge and destroy such spiritual abominations. This spell binds a Fire kami into a specifi c location which it protects against the forces of evil. Casting the spell requires inscribing elaborate kanji on a fl at surface in chalk or ink, and takes one minute of concentrated effort, after which the Spell Casting Roll must be made. Once the Ward of Purity is activated and the power of the kami is fully engaged, however,the kami within the inscription protects the area against the infl uence of the Shadowlands or the Lying Darkness. Persons or creatures with at least 1 Shadowlands Taint Rank, or who are under the control of the Lying Darkness, must make a successful Contested Willpower Roll against you in order to enter the Ward’s area of effect; you gain a +5 bonus to this roll. In addition, those creatures who successfully enter the area suffer extreme pain, as the power of the ward burns their very essence. Their bodies ignite and they suffer Wounds equal to the total of your Fire Ring + Insight Rank each Round they remain within the area of effect. Spells and missiles are unaffected by Ward of Purity. The object upon which the ward is inscribed must remain immobile and the inscription must remain clearly visible at all times, or else the Ward is dispelled. If overlapping Wards of Purity are present, their effects do not stack.
BREATH OF THE FIRE DRAGON    3    FIRE    Personal    15' long, 5' wide blast    4 Rounds    This spell is a prayer to the Dragon of Fire, one of the mightiest of celestial beings, entreating him for a bit of his power. If the spell is successful, you gain the ability to breathe a bolt of fl ames from your open mouth once per Round as a Simple Action. The bolt has a DR equal to your Fire Ring and strikes every target in front of you within the area of effect. You may choose to take actions other than breathing fi re while under the effects of this spell, but you cannot speak or cast spells. The spell expires after four Rounds, but you may choose to end this spell during the Reactions Stage of any earlier Round.
FIERY WRATH    3    FIRE    100'    One free- standing structure, or 50'x 50' area    Instantaneous    It was originally created to clear brush for farming and to demolish wooden structures with a minimum of workand no hazard; it is also used to start bonfi res for rituals and celebrations. The spell allows you to destroy a building or other structure by appealing to the excitable Fire kami within the target’s materials. All fl ammable materials within the area of effect immediately catch fi re and burn until nothing but ash is left. The fi re cannot be extinguished except by magical means; mundane water, sand, and other retardants will have no effect. Only one structure may be targeted by the spell, and the fire will not spread out to adjoining structures, as your prayers keep the Fire kami under tight control. Living beings and materials that are not fl ammable are not affected; in fact, while clothes worn by people caught within the area of effect will burn, their fl esh will not so much as singe.
THE FIST OF OSANO-WO    3    FIRE    50'    20' radius    1 round    A more powerful prayer to the Fortune of Thunder, this spell invokes his anger to devastate a targeted area. Massive lightning strikes and vaguely fi st-shaped bolts of flame streak from the skies, smiting the area of effect. Weak structures and those easily set on fi re (such as most Rokugani homes) are destroyed by the spell’s fury, or catch fire and are consumed. The spell has a DR equal to your Fire Ring, infl icting this damage on anyone caught within the area of effect. Using this spell in populated areas is generally considered a criminal act, unless the shugenja can cite extreme circumstances, since fires are terribly dangerous to Rokugani cities.
HAZE OF BATTLE    3    FIRE    10'    One target    5 rounds, or 1 hour out of combat    Fire spirits are known for their erratic and temperamental nature, and shugenja can badly disrupt their foes in battle by imbuing them with this aspect of the element. The target of this spell is filled with the unfocused fury of Fire, enraging him and forcing him to lose perspective. The target immediately assumes the Full Attack Stance and cannot switch from that Stance for the duration of the spell. If the spell is cast out of battle, the target gains the Brash and Contrary Disadvantages for the duration of the spell. This spell’s effects can be overcome by those of strong will. The target can attempt to resist with an opposed Willpower roll, but you add your Fire to the total of your roll. If the spell is cast in battle, this roll occurs during the Reactions Stage (and may be attempted each Round). If the spell is cast out of battle, the roll occurs once every 10 minutes.
HUNGRY BLADE    3    FIRE    50'    One weapon    5 rounds    This spell is a more potent version of Biting Steel, designed to enhance any weapon rather than merely a sword. The spell strengthens the Fire spirits in a single target weapon, causing them to come forth and form a faint sheath of fi re around it. The weapon’s wielder adds +1k0 to all attack rolls, and all of his damage dice explode on a result of 8 or better. Each die can explode on an 8 or 9 only once per roll, however, even if the wielder has other effects that allow the die to explode on 9s.
RAVENOUS SWARMS    3    FIRE    30'    One target person    5 Rounds    A more powerful and sophisticated form of the prayer which invokes the Fires From Within, this spell not only damages the target but also disrupts his own attempts to invoke the Fire kami, making it a very effective weapon against a rival Fire shugenja. You summon forth a bolt of fl ames that streaks toward the target with wild abandon. The fl ames deal 4k3 Wounds on impact and then encircle the opponent for the duration of the spell, waiting for him to make a mistake. If the target casts any Fire spell during that time, the Fire kami instantly strike, dealing 3k3 extra Wounds and causing the Spell Casting Roll to automatically fail. (The target loses the appropriate spell slot as usual.)
SHINING LIGHT    3    FIRE    30'    One target armor    10 Rounds    Another example of spells which can imbue Fire kami into items, this spell temporarily binds a Fire kami into a piece of armor (such as a helmet or chest plate). The armor emits a bright light that becomes blinding whenever the wearer is attacked. Any time the armor’s wearer is attacked in melee, immediately afterward the opponent takes 2k2 Wounds and is Blinded until the Reactions Stage of the same Round. The spell has no effect on ranged attacks.
DEATH OF FLAME    4    FIRE    100'    One target    5 Rounds    This spell brings the anger of Fire on the target, suppressing his elemental Fire and lowering both his Agility and his Intelligence Ranks by an amount equal to your Fire Ring, to a minimum of one. If you maintain Concentration for the duration of the spell’s effect, the target cannot escape its effects. If you do not maintain Concentration, each Round at the start of his Turn the target may make a contested Fire roll against you (using his original, unmodifi ed Fire Ring) to end the spell’s effect.
DEFENSE OF FIRESTORM    4    FIRE    Touch    One target armor    5 Rounds    A more potent form of spells like Shining Light, this prayer summons forth an aura of magical fl ames from a suit of armor, surrounding and protecting the armor’s wearer. These flames do not harm the armor’s bearer and do not harm living things. However, all wooden weapons (including arrows and many polearms) burn instantly before they reach the target, doing no damage. The fl ames also impede sight to the target, increasing his Armor TN by 20.
THE MENDING FORGE    4    FIRE    Touch    One target item    Instantaneous    This simple and powerful spell has only one function: to call on the creative power of Fire to bring back what has been destroyed. Any damaged or destroyed material item can be restored with this spell, provided all of its pieces are gathered in front of the caster. (If some pieces are missing, the spell will automatically fail.) The spell takes 1 minute to cast, and you must concentrate during that minute. If successful, the spell restores the item to a whole and undamaged state. It should be noted that the Fire kami must work harder to repair items of unusual quality – if you use this spell to repair a nemuranai or an item of Fine quality or better, you must offer the Fire kami a gift (another item for them to burn and destroy) appropriate to the worth of the item.
SYMBOL OF FIRE    4    FIRE    100'    10' radius    Permanent    Priests of the kami are capable of inscribing powerful wards that invoke the power of the elements against all who attempt to pass them. A symbol of Fire can be inscribed on a solid object, most often a door, window, gate, or any other passageway. Anyone attempting to pass through this passageway or otherwise pass by the ward is affected by its power, and must succeed at a Contested Roll using their Water against the caster’s Fire. Those who fail are Dazed, Blinded for one Round, and take 3k3 Wounds. This spell may be dispelled by another casting of Symbol of Fire from any shugenja, or by destroying the surface where the Symbol was etched. You may only have one Symbol of Fire in existence at any time, and Symbol spells of different elements may never affect the same area.
WALL OF FIRE    4    FIRE    100'    Special    1 hour    You invoke the Fire kami to spring up and form a wall of flames, barring passage to all. The wall is a 10’ tall, 1’ wide,and 25’ long, and causes 6k6 Wounds to anyone who touches it. This wall may be made shorter or thinner as desired, within the total specifi cations, but all of the mass of flames mustbe used somehow. The wall may be created in an area where people or creatures are standing, forcing them to make a Reflexes Trait Roll against a TN of 20 to avoid taking Woundsfrom the fire. You may Raise to increase one of the specifi cations (height, width, or length) by its base increment (10’, 1’, or 25’ respectively).
WARD OF THUNDER    4    FIRE    Touch    15' radius from the armor    1 hour    Osano-Wo’s protection can be temporarily invoked for a suit of armor by casting this spell and inscribing the kanji for thunder on the armor. Those within 15’ of the armor are under Osano-Wo’s care, and are completely protected from nonmagical fire and thunder for the duration of the spell. Additionally, any Fire spell cast by a shugenja other than yourself which targets something within the area of effect has its Spell Casting TN increased by 20.
DESTRUCTIVE WAVE    5    FIRE    Personal    25' radius    Instantaneous    A highly potent offensive spell, originally devised by the Isawa Elemental Masters, this prayer summons up a great mass of Fire kami, which roll outward from the caster in a wave of searing flames. Every target within the area of effect, whether friendly or hostile, takes 7k7 Wounds, for the raging flames make no distinction between ally and enemy. You alone do not take damage from the spell.
EVERBURNING RAGE    5    FIRE    25'    One target    1 Round    A powerful curse that infuses the target’s body with angry Fire spirits, wracking him with pain as the kami sear his nerves and ligaments. For the duration of the spell, the victim is considered to be at the Down Wound Level and suffers all associated penalties and conditions, although he takes no actual Wounds from the spell. When the spell expires, the pain instantly ceases and the target may stand up as if nothing had happened. This spell is somewhat controversial with some shugenja schools, particularly the more peaceful ones, since it amounts to little more than the deliberate infl iction of pain. A few shugenja have even noted certain disturbing similarities between this spell’s effects and those of certain maho curses.
FOLLOW THE FLAME    5    FIRE    Personal    Details in Description    5 Rounds    This spell grants you exceptional control of the nearby Fire kami, allowing you to coax them into a very unusual and terrifying attack. On the Round this spell is cast and every Round thereafter, you may declare a line of sight target within 300’ and send a stream of fire toward it that snakes along the ground. (On later Rounds, designating a target in this manner is a Simple Action.) The stream of fire moves at a rate of 75’ each Round and moves around impassable (or inflammable) barriers in order to reach its target. Once the fi re reaches its destination, the target bursts into flames, suffering 6k5 Wounds. The subject catches fire and takes half that many Wounds (rounded down) every subsequent Round until the fire is doused normally or the spell’s duration expires.
